class,XX1_1,YY1_1,XX2_1,YY2_1,SIZE_1,DIAG_1,XX1_2,YY1_2,XX2_2,YY2_2,SIZE_2,DIAG_2,XX3_1,YY1_3,XX2_3,YY2_3,SIZE_3,DIAG_3,XX1_4,YY1_4,XX2_4,YY2_4,SIZE_4,DIAG_4,XX1_5,YY1_5,XX2_5,YY2_5,SIZE_5,DIAG_5
4,0,0,0,15,15.00,41.73,0,15,1,30,15.03,41.73,0,15,29,15,29.00,41.73,1,30,15,30,14.00,41.73,0,0,11,0,11.00,41.73
7,0,0,0,9,9.00,33.94,21,0,22,6,6.08,33.94,0,9,22,6,22.20,33.94,0,9,2,21,12.17,33.94,22,6,24,24,18.11,33.94
7,0,0,0,8,8.00,37.85,7,0,8,12,12.04,37.85,0,8,8,12,8.94,37.85,0,8,2,18,10.20,37.85,8,12,8,37,25.00,37.85
6,21,0,0,16,26.40,52.39,0,16,0,32,16.00,52.39,0,32,21,48,26.40,52.39,21,0,21,9,9.00,52.39,21,9,17,9,4.00,52.39
4,0,0,0,17,17.00,38.18,0,17,2,27,10.20,38.18,0,17,16,15,16.12,38.18,2,27,27,27,25.00,38.18,0,0,26,2,26.08,38.18
4,0,0,0,24,24.00,45.80,0,24,1,37,13.04,45.80,0,24,20,26,20.10,45.80,1,37,27,36,26.02,45.80,0,0,19,0,19.00,45.80
7,0,0,0,25,25.00,51.42,10,0,12,23,23.09,51.42,0,25,12,23,12.17,51.42,0,25,0,50,25.00,51.42,12,23,12,45,22.00,51.42
4,0,0,0,20,20.00,57.01,0,20,1,45,25.02,57.01,0,20,34,18,34.06,57.01,1,45,19,45,18.00,57.01,0,0,35,2,35.06,57.01
7,0,0,0,7,7.00,39.82,25,0,25,7,7.00,39.82,0,7,25,7,25.00,39.82,0,7,0,31,24.00,39.82,25,7,25,23,16.00,39.82
3,0,0,2,37,37.05,41.15,2,37,16,27,17.20,41.15,16,27,18,18,9.22,41.15,18,18,16,9,9.22,41.15,16,9,0,0,18.36,41.15
4,0,0,0,8,8.00,23.60,0,8,2,19,11.18,23.60,0,8,11,8,11.00,23.60,2,19,8,19,6.00,23.60,0,0,14,0,14.00,23.60
3,0,0,0,20,20.00,25.61,0,20,9,15,10.30,25.61,9,15,16,10,8.60,25.61,16,10,9,5,8.60,25.61,9,5,0,0,10.30,25.61
7,0,0,0,21,21.00,35.36,15,0,17,22,22.09,35.36,0,21,17,22,17.03,35.36,0,21,2,29,8.25,35.36,17,22,17,31,9.00,35.36
1,0,0,0,11,11.00,22.14,6,0,7,12,12.04,22.14,0,11,7,12,7.07,22.14,0,11,5,21,11.18,22.14,7,12,5,21,9.22,22.14
9,0,0,0,28,28.00,39.22,0,28,2,37,9.22,39.22,2,37,13,29,13.60,39.22,13,29,13,20,9.00,39.22,13,20,0,11,15.81,39.22
7,0,0,0,9,9.00,32.20,24,0,26,9,9.22,32.20,0,9,26,9,26.00,32.20,0,9,0,19,10.00,32.20,26,9,26,17,8.00,32.20
4,0,0,0,23,23.00,45.49,0,23,0,36,13.00,45.49,0,23,25,23,25.00,45.49,0,36,15,36,15.00,45.49,0,0,16,-2,16.12,45.49
4,0,0,0,22,22.00,47.71,0,22,1,40,18.03,47.71,0,22,17,20,17.12,47.71,1,40,14,38,13.15,47.71,0,0,26,2,26.08,47.71
6,14,0,0,11,17.80,38.01,0,11,0,22,11.00,38.01,0,22,14,34,18.44,38.01,14,0,16,11,11.18,38.01,17,11,12,11,5.00,38.01
2,13,0,7,4,7.21,29.07,7,4,0,8,8.06,29.07,0,8,0,17,9.00,29.07,0,17,7,21,8.06,29.07,7,21,13,26,7.81,29.07
9,0,0,0,39,39.00,51.89,0,39,2,47,8.25,51.89,2,47,22,38,21.93,51.89,22,38,22,27,11.00,51.89,22,27,0,16,24.60,51.89
4,0,0,0,14,14.00,54.56,0,14,1,39,25.02,54.56,0,14,30,13,30.02,54.56,1,39,20,41,19.10,54.56,0,0,36,0,36.00,54.56
7,0,0,0,23,23.00,41.44,12,0,14,8,8.25,41.44,0,23,14,8,20.52,41.44,0,23,0,39,16.00,41.44,14,8,13,17,9.06,41.44
7,0,0,0,18,18.00,37.12,13,0,15,10,10.20,37.12,0,18,15,10,17.00,37.12,0,18,0,25,7.00,37.12,15,10,17,33,23.09,37.12
4,0,0,0,23,23.00,38.47,0,23,0,33,10.00,38.47,0,23,14,24,14.04,38.47,0,33,18,32,18.03,38.47,0,0,7,-1,7.07,38.47
1,0,0,0,7,7.00,35.51,18,0,19,12,12.04,35.51,0,7,19,12,19.65,35.51,0,7,2,30,23.09,35.51,19,12,2,30,24.76,35.51
7,0,0,0,16,16.00,42.20,25,0,25,6,6.00,42.20,0,16,25,6,26.93,42.20,0,16,0,34,18.00,42.20,25,6,23,21,15.13,42.20
4,0,0,0,11,11.00,29.15,0,11,2,25,14.14,29.15,0,11,9,11,9.00,29.15,2,25,15,24,13.04,29.15,0,0,8,0,8.00,29.15
4,0,0,0,7,7.00,37.80,0,7,0,28,21.00,37.80,0,7,16,9,16.12,37.80,0,28,15,28,15.00,37.80,0,0,23,-2,23.09,37.80
1,0,0,0,19,19.00,41.23,14,0,16,8,8.25,41.23,0,19,16,8,19.42,41.23,0,19,9,38,21.02,41.23,16,8,9,38,30.81,41.23
4,0,0,0,16,16.00,30.48,0,16,0,22,6.00,30.48,0,16,20,15,20.02,30.48,0,22,15,23,15.03,30.48,0,0,19,0,19.00,30.48
4,0,0,0,19,19.00,44.78,0,19,1,41,22.02,44.78,0,19,14,17,14.14,44.78,1,41,18,41,17.00,44.78,0,0,15,0,15.00,44.78
4,0,0,0,23,23.00,39.62,0,23,1,29,6.08,39.62,0,23,6,23,6.00,39.62,1,29,27,27,26.08,39.62,0,0,21,1,21.02,39.62
7,0,0,0,7,7.00,30.81,16,0,18,7,7.28,30.81,0,7,18,7,18.00,30.81,0,7,0,13,6.00,30.81,18,7,18,25,18.00,30.81
2,19,0,10,6,10.82,40.71,10,6,0,12,11.66,40.71,0,12,0,24,12.00,40.71,0,24,10,30,11.66,40.71,10,30,19,36,10.82,40.71
2,19,0,9,6,11.66,42.49,9,6,0,12,10.82,42.49,0,12,0,25,13.00,42.49,0,25,9,31,10.82,42.49,9,31,19,38,12.21,42.49
4,0,0,0,25,25.00,59.41,0,25,0,42,17.00,59.41,0,25,16,27,16.12,59.41,0,42,41,42,41.00,59.41,0,0,21,-1,21.02,59.41
7,0,0,0,18,18.00,41.79,13,0,15,22,22.09,41.79,0,18,15,22,15.52,41.79,0,18,2,39,21.10,41.79,15,22,15,35,13.00,41.79
4,0,0,0,24,24.00,40.80,0,24,2,32,8.25,40.80,0,24,14,23,14.04,40.80,2,32,13,33,11.05,40.80,0,0,24,0,24.00,40.80
7,0,0,0,8,8.00,38.59,20,0,20,8,8.00,38.59,0,8,20,8,20.00,38.59,0,8,1,20,12.04,38.59,20,8,20,33,25.00,38.59
4,0,0,0,22,22.00,40.22,0,22,1,33,11.05,40.22,0,22,23,24,23.09,40.22,1,33,13,32,12.04,40.22,0,0,8,1,8.06,40.22
7,0,0,0,25,25.00,46.52,17,0,19,8,8.25,46.52,0,25,19,8,25.50,46.52,0,25,2,42,17.12,46.52,19,8,20,16,8.06,46.52
4,0,0,0,6,6.00,32.45,0,6,2,26,20.10,32.45,0,6,13,8,13.15,32.45,2,26,18,26,16.00,32.45,0,0,16,-1,16.03,32.45
7,0,0,0,16,16.00,32.76,6,0,6,12,12.00,32.76,0,16,6,12,7.21,32.76,0,16,0,32,16.00,32.76,6,12,7,26,14.04,32.76
4,0,0,0,23,23.00,56.73,0,23,1,43,20.02,56.73,0,23,37,24,37.01,56.73,1,43,26,43,25.00,56.73,0,0,28,2,28.07,56.73
9,0,0,0,36,36.00,63.69,0,36,2,59,23.09,63.69,2,59,24,52,23.09,63.69,24,52,24,43,9.00,63.69,24,43,0,34,25.63,63.69
9,0,0,0,25,25.00,48.10,0,25,1,45,20.02,48.10,1,45,17,34,19.42,48.10,17,34,17,20,14.00,48.10,17,20,0,6,22.02,48.10
3,0,0,1,21,21.02,23.26,1,21,9,15,10.00,23.26,9,15,10,10,5.10,23.26,10,10,9,5,5.10,23.26,9,5,0,0,10.30,23.26
4,0,0,0,16,16.00,38.90,0,16,2,26,10.20,38.90,0,16,23,16,23.00,38.90,2,26,27,26,25.00,38.90,0,0,17,-2,17.12,38.90
4,0,0,0,17,17.00,36.12,0,17,1,27,10.05,36.12,0,17,14,17,14.00,36.12,1,27,18,25,17.12,36.12,0,0,24,1,24.02,36.12
4,0,0,0,21,21.00,41.34,0,21,2,34,13.15,41.34,0,21,7,23,7.28,41.34,2,34,21,35,19.03,41.34,0,0,22,0,22.00,41.34
4,0,0,0,7,7.00,25.50,0,7,2,18,11.18,25.50,0,7,17,7,17.00,25.50,2,18,13,19,11.05,25.50,0,0,17,0,17.00,25.50
7,0,0,0,9,9.00,35.61,20,0,22,10,10.20,35.61,0,9,22,10,22.02,35.61,0,9,0,20,11.00,35.61,22,10,20,28,18.11,35.61
7,0,0,0,24,24.00,53.34,25,0,27,16,16.12,53.34,0,24,27,16,28.16,53.34,0,24,2,46,22.09,53.34,27,16,26,41,25.02,53.34
9,0,0,0,27,27.00,42.54,0,27,1,39,12.04,42.54,1,39,17,34,16.76,42.54,17,34,17,28,6.00,42.54,17,28,0,22,18.03,42.54
1,0,0,0,18,18.00,35.36,25,0,25,23,23.00,35.36,0,18,25,23,25.50,35.36,0,18,0,25,7.00,35.36,25,23,0,25,25.08,35.36
2,18,0,4,6,15.23,40.25,4,6,0,12,7.21,40.25,0,12,0,24,12.00,40.25,0,24,4,30,7.21,40.25,4,30,18,36,15.23,40.25
1,0,0,0,16,16.00,40.61,25,0,25,17,17.00,40.61,0,16,25,17,25.02,40.61,0,16,21,32,26.40,40.61,25,17,21,32,15.52,40.61
7,0,0,0,18,18.00,47.71,25,0,26,15,15.03,47.71,0,18,26,15,26.17,47.71,0,18,1,40,22.02,47.71,26,15,26,22,7.00,47.71
3,0,0,0,20,20.00,22.36,0,20,9,15,10.30,22.36,9,15,10,10,5.10,22.36,10,10,9,5,5.10,22.36,9,5,0,0,10.30,22.36
7,0,0,0,17,17.00,39.82,16,0,18,9,9.22,39.82,0,17,18,9,19.70,39.82,0,17,1,35,18.03,39.82,18,9,19,15,6.08,39.82
2,18,0,9,6,10.82,40.25,9,6,0,12,10.82,40.25,0,12,0,24,12.00,40.25,0,24,9,30,10.82,40.25,9,30,18,36,10.82,40.25
4,0,0,0,14,14.00,35.47,0,14,0,25,11.00,35.47,0,14,8,14,8.00,35.47,0,25,23,26,23.02,35.47,0,0,8,-1,8.06,35.47
7,0,0,0,17,17.00,34.93,12,0,14,6,6.32,34.93,0,17,14,6,17.80,34.93,0,17,2,32,15.13,34.93,14,6,14,31,25.00,34.93
4,0,0,0,20,20.00,31.91,0,20,1,27,7.07,31.91,0,20,17,20,17.00,31.91,1,27,14,26,13.04,31.91,0,0,10,0,10.00,31.91
7,0,0,0,16,16.00,39.29,9,0,10,11,11.05,39.29,0,16,10,11,11.18,39.29,0,16,0,38,22.00,39.29,10,11,9,18,7.07,39.29
9,0,0,0,31,31.00,44.27,0,31,2,42,11.18,44.27,2,42,14,34,14.42,44.27,14,34,14,24,10.00,44.27,14,24,0,14,17.20,44.27
7,0,0,0,9,9.00,36.06,11,0,12,8,8.06,36.06,0,9,12,8,12.04,36.06,0,9,1,34,25.02,36.06,12,8,10,30,22.09,36.06
9,0,0,0,30,30.00,65.22,0,30,1,53,23.02,65.22,1,53,38,41,38.90,65.22,38,41,38,28,13.00,65.22,38,28,0,15,40.16,65.22
7,0,0,0,22,22.00,33.73,6,0,7,18,18.03,33.73,0,22,7,18,8.06,33.73,0,22,2,28,6.32,33.73,7,18,5,33,15.13,33.73
4,0,0,0,10,10.00,38.83,0,10,0,32,22.00,38.83,0,10,22,11,22.02,38.83,0,32,22,32,22.00,38.83,0,0,16,0,16.00,38.83
4,0,0,0,12,12.00,29.21,0,12,1,23,11.05,29.21,0,12,6,12,6.00,29.21,1,23,13,23,12.00,29.21,0,0,18,0,18.00,29.21
7,0,0,0,8,8.00,30.87,12,0,13,12,12.04,30.87,0,8,13,12,13.60,30.87,0,8,1,28,20.02,30.87,13,12,13,20,8.00,30.87
7,0,0,0,17,17.00,35.90,8,0,8,10,10.00,35.90,0,17,8,10,10.63,35.90,0,17,0,23,6.00,35.90,8,10,6,35,25.08,35.90
4,0,0,0,16,16.00,51.66,0,16,1,38,22.02,51.66,0,16,35,17,35.01,51.66,1,38,15,38,14.00,51.66,0,0,26,1,26.02,51.66
7,0,0,0,10,10.00,39.62,25,0,27,6,6.32,39.62,0,10,27,6,27.29,39.62,0,10,1,29,19.03,39.62,27,6,25,19,13.15,39.62
9,0,0,0,34,34.00,49.34,0,34,2,47,13.15,49.34,2,47,15,42,13.93,49.34,15,42,15,36,6.00,49.34,15,36,0,30,16.16,49.34
4,0,0,0,23,23.00,42.43,0,23,1,30,7.07,42.43,0,23,15,25,15.13,42.43,1,30,30,29,29.02,42.43,0,0,20,0,20.00,42.43
1,0,0,0,16,16.00,30.00,16,0,18,11,11.18,30.00,0,16,18,11,18.68,30.00,0,16,12,24,14.42,30.00,18,11,12,24,14.32,30.00
2,17,0,9,6,10.00,38.01,9,6,0,12,10.82,38.01,0,12,0,23,11.00,38.01,0,23,9,29,10.82,38.01,9,29,17,34,9.43,38.01
2,21,0,11,6,11.66,43.42,11,6,0,12,12.53,43.42,0,12,0,25,13.00,43.42,0,25,11,31,12.53,43.42,11,31,21,38,12.21,43.42
6,17,0,0,14,22.02,45.69,0,14,0,28,14.00,45.69,0,28,17,42,22.02,45.69,17,0,17,8,8.00,45.69,18,8,12,8,6.00,45.69
7,0,0,0,21,21.00,46.24,16,0,17,15,15.03,46.24,0,21,17,15,18.03,46.24,0,21,0,43,22.00,46.24,17,15,16,39,24.02,46.24
7,0,0,0,24,24.00,49.66,19,0,21,18,18.11,49.66,0,24,21,18,21.84,49.66,0,24,1,45,21.02,49.66,21,18,21,31,13.00,49.66
7,0,0,0,13,13.00,44.65,23,0,25,17,17.12,44.65,0,13,25,17,25.32,44.65,0,13,1,37,24.02,44.65,25,17,24,25,8.06,44.65
1,0,0,0,24,24.00,42.72,13,0,15,24,24.08,42.72,0,24,15,24,15.00,42.72,0,24,11,40,19.42,42.72,15,24,11,40,16.49,42.72
9,0,0,0,31,31.00,46.24,0,31,1,43,12.04,46.24,1,43,17,34,18.36,46.24,17,34,17,21,13.00,46.24,17,21,0,8,21.40,46.24
3,0,0,2,39,39.05,43.83,2,39,17,30,17.49,43.83,17,30,20,20,10.44,43.83,20,20,17,10,10.44,43.83,17,10,0,0,19.72,43.83
7,0,0,0,17,17.00,43.83,24,0,25,14,14.04,43.83,0,17,25,14,25.18,43.83,0,17,0,27,10.00,43.83,25,14,24,36,22.02,43.83
2,27,0,18,6,10.82,45.00,18,6,0,12,18.97,45.00,0,12,0,24,12.00,45.00,0,24,18,30,18.97,45.00,18,30,27,36,10.82,45.00
7,0,0,0,10,10.00,35.38,24,0,26,10,10.20,35.38,0,10,26,10,26.00,35.38,0,10,0,24,14.00,35.38,26,10,26,19,9.00,35.38
7,0,0,0,15,15.00,34.01,14,0,14,6,6.00,34.01,0,15,14,6,16.64,34.01,0,15,2,31,16.12,34.01,14,6,14,18,12.00,34.01
4,0,0,0,17,17.00,44.41,0,17,1,36,19.03,44.41,0,17,26,17,26.00,44.41,1,36,16,36,15.00,44.41,0,0,16,1,16.03,44.41
9,0,0,0,20,20.00,41.34,0,20,2,35,15.13,41.34,2,35,22,26,21.93,41.34,22,26,22,16,10.00,41.34,22,16,0,6,24.17,41.34
9,0,0,0,27,27.00,54.71,0,27,0,47,20.00,54.71,0,47,28,40,28.86,54.71,28,40,28,30,10.00,54.71,28,30,0,20,29.73,54.71
1,0,0,0,9,9.00,28.18,11,0,13,7,7.28,28.18,0,9,13,7,13.15,28.18,0,9,7,25,17.46,28.18,13,7,7,25,18.97,28.18
7,0,0,0,25,25.00,42.05,16,0,18,14,14.14,42.05,0,25,18,14,21.10,42.05,0,25,1,38,13.04,42.05,18,14,18,28,14.00,42.05
7,0,0,0,22,22.00,49.24,23,0,24,7,7.07,49.24,0,22,24,7,28.30,49.24,0,22,0,43,21.00,49.24,24,7,24,14,7.00,49.24
4,0,0,0,8,8.00,29.73,0,8,0,22,14.00,29.73,0,8,20,10,20.10,29.73,0,22,20,21,20.02,29.73,0,0,12,1,12.04,29.73
7,0,0,0,22,22.00,39.40,12,0,14,8,8.25,39.40,0,22,14,8,19.80,39.40,0,22,2,36,14.14,39.40,14,8,16,23,15.13,39.40
2,22,0,12,5,11.18,38.83,12,5,0,10,13.00,38.83,0,10,0,21,11.00,38.83,0,21,12,26,13.00,38.83,12,26,22,32,11.66,38.83
4,0,0,0,19,19.00,55.15,0,19,2,38,19.10,55.15,0,19,9,19,9.00,55.15,2,38,39,37,37.01,55.15,0,0,20,-1,20.02,55.15
4,0,0,0,19,19.00,32.70,0,19,0,27,8.00,32.70,0,19,9,19,9.00,32.70,0,27,13,28,13.04,32.70,0,0,8,-2,8.25,32.70
4,0,0,0,19,19.00,50.93,0,19,0,37,18.00,50.93,0,19,28,18,28.02,50.93,0,37,24,37,24.00,50.93,0,0,35,1,35.01,50.93
3,0,0,2,24,24.08,30.61,2,24,10,18,10.00,30.61,10,18,19,12,10.82,30.61,19,12,10,6,10.82,30.61,10,6,0,0,11.66,30.61
4,0,0,0,17,17.00,54.67,0,17,0,40,23.00,54.67,0,17,25,16,25.02,54.67,0,40,26,42,26.08,54.67,0,0,35,1,35.01,54.67
1,0,0,0,19,19.00,41.11,25,0,27,8,8.25,41.11,0,19,27,8,29.15,41.11,0,19,19,31,22.47,41.11,27,8,19,31,24.35,41.11
7,0,0,0,17,17.00,35.38,24,0,25,7,7.07,35.38,0,17,25,7,26.93,35.38,0,17,2,24,7.28,35.38,25,7,26,14,7.07,35.38
3,0,0,1,21,21.02,28.32,1,21,9,15,10.00,28.32,9,15,19,10,11.18,28.32,19,10,9,5,11.18,28.32,9,5,0,0,10.30,28.32
7,0,0,0,24,24.00,44.91,7,0,8,26,26.02,44.91,0,24,8,26,8.25,44.91,0,24,1,44,20.02,44.91,8,26,9,41,15.03,44.91
3,0,0,2,20,20.10,23.85,2,20,9,15,8.60,23.85,9,15,13,10,6.40,23.85,13,10,9,5,6.40,23.85,9,5,0,0,10.30,23.85
3,0,0,2,35,35.06,39.36,2,35,16,27,16.12,39.36,16,27,18,18,9.22,39.36,18,18,16,9,9.22,39.36,16,9,0,0,18.36,39.36
7,0,0,0,12,12.00,36.62,19,0,21,8,8.25,36.62,0,12,21,8,21.38,36.62,0,12,1,30,18.03,36.62,21,8,21,29,21.00,36.62
4,0,0,0,6,6.00,36.80,0,6,2,26,20.10,36.80,0,6,25,7,25.02,36.80,2,26,23,24,21.10,36.80,0,0,22,-1,22.02,36.80
4,0,0,0,20,20.00,52.50,0,20,0,38,18.00,52.50,0,20,34,18,34.06,52.50,0,38,14,37,14.04,52.50,0,0,11,-2,11.18,52.50
4,0,0,0,11,11.00,37.12,0,11,0,33,22.00,37.12,0,11,17,10,17.03,37.12,0,33,6,33,6.00,37.12,0,0,14,2,14.14,37.12
4,0,0,0,21,21.00,44.65,0,21,1,36,15.03,44.65,0,21,20,21,20.00,44.65,1,36,25,35,24.02,44.65,0,0,24,-1,24.02,44.65
1,0,0,0,24,24.00,43.57,23,0,23,18,18.00,43.57,0,24,23,18,23.77,43.57,0,24,4,37,13.60,43.57,23,18,4,37,26.87,43.57
7,0,0,0,19,19.00,52.77,22,0,24,23,23.09,52.77,0,19,24,23,24.33,52.77,0,19,2,41,22.09,52.77,24,23,23,47,24.02,52.77
6,37,0,0,17,40.72,63.41,0,17,0,34,17.00,63.41,0,34,37,50,40.31,63.41,37,0,37,11,11.00,63.41,39,11,33,11,6.00,63.41
4,0,0,0,10,10.00,30.23,0,10,0,24,14.00,30.23,0,10,17,11,17.03,30.23,0,24,13,25,13.04,30.23,0,0,14,2,14.14,30.23
1,0,0,0,19,19.00,31.62,9,0,10,21,21.02,31.62,0,19,10,21,10.20,31.62,0,19,4,30,11.70,31.62,10,21,4,30,10.82,31.62
9,0,0,0,34,34.00,56.89,0,34,1,56,22.02,56.89,1,56,10,50,10.82,56.89,10,50,10,41,9.00,56.89,10,41,0,32,13.45,56.89
3,0,0,0,21,21.00,23.26,0,21,9,15,10.82,23.26,9,15,10,10,5.10,23.26,10,10,9,5,5.10,23.26,9,5,0,0,10.30,23.26
9,0,0,0,30,30.00,49.77,0,30,0,46,16.00,49.77,0,46,19,38,20.62,49.77,19,38,19,29,9.00,49.77,19,29,0,20,21.02,49.77
3,0,0,2,36,36.06,41.68,2,36,20,27,20.12,41.68,20,27,21,18,9.06,41.68,21,18,20,9,9.06,41.68,20,9,0,0,21.93,41.68
3,0,0,0,20,20.00,25.00,0,20,9,15,10.30,25.00,9,15,15,10,7.81,25.00,15,10,9,5,7.81,25.00,9,5,0,0,10.30,25.00
7,0,0,0,20,20.00,48.01,24,0,26,14,14.14,48.01,0,20,26,14,26.68,48.01,0,20,1,39,19.03,48.01,26,14,28,29,15.13,48.01
4,0,0,0,20,20.00,45.25,0,20,1,32,12.04,45.25,0,20,18,21,18.03,45.25,1,32,32,32,31.00,45.25,0,0,26,2,26.08,45.25
2,17,0,8,4,9.85,27.80,8,4,0,8,8.94,27.80,0,8,0,15,7.00,27.80,0,15,8,19,8.94,27.80,8,19,17,22,9.49,27.80
7,0,0,0,10,10.00,30.02,14,0,14,9,9.00,30.02,0,10,14,9,14.04,30.02,0,10,2,24,14.14,30.02,14,9,15,26,17.03,30.02
1,0,0,0,15,15.00,33.62,13,0,13,12,12.00,33.62,0,15,13,12,13.34,33.62,0,15,11,31,19.42,33.62,13,12,11,31,19.10,33.62
7,0,0,0,13,13.00,31.76,13,0,15,10,10.20,31.76,0,13,15,10,15.30,31.76,0,13,2,24,11.18,31.76,15,10,14,28,18.03,31.76
9,0,0,0,23,23.00,45.22,0,23,1,43,20.02,45.22,1,43,14,36,14.76,45.22,14,36,14,26,10.00,45.22,14,26,0,16,17.20,45.22
2,18,0,7,6,12.53,40.25,7,6,0,12,9.22,40.25,0,12,0,24,12.00,40.25,0,24,7,30,9.22,40.25,7,30,18,36,12.53,40.25
4,0,0,0,12,12.00,42.06,0,12,0,37,25.00,42.06,0,12,19,11,19.03,42.06,0,37,17,37,17.00,42.06,0,0,20,1,20.02,42.06
7,0,0,0,16,16.00,44.92,11,0,13,21,21.10,44.92,0,16,13,21,13.93,44.92,0,16,2,33,17.12,44.92,13,21,13,43,22.00,44.92
9,0,0,0,30,30.00,55.71,0,30,1,52,22.02,55.71,1,52,20,40,22.47,55.71,20,40,20,25,15.00,55.71,20,25,0,10,25.00,55.71
2,13,0,1,4,12.65,27.29,1,4,0,8,4.12,27.29,0,8,0,16,8.00,27.29,0,16,1,20,4.12,27.29,1,20,13,24,12.65,27.29
4,0,0,0,14,14.00,44.05,0,14,0,31,17.00,44.05,0,14,6,16,6.32,44.05,0,31,28,32,28.02,44.05,0,0,9,-2,9.22,44.05
4,0,0,0,22,22.00,50.25,0,22,0,35,13.00,50.25,0,22,10,20,10.20,50.25,0,35,18,36,18.03,50.25,0,0,34,-1,34.01,50.25
2,12,0,6,4,7.21,26.83,6,4,0,8,7.21,26.83,0,8,0,16,8.00,26.83,0,16,6,20,7.21,26.83,6,20,12,24,7.21,26.83
2,12,0,6,4,7.21,26.83,6,4,0,8,7.21,26.83,0,8,0,16,8.00,26.83,0,16,6,20,7.21,26.83,6,20,12,24,7.21,26.83
2,14,0,9,3,5.83,24.41,9,3,0,6,9.49,24.41,0,6,0,13,7.00,24.41,0,13,9,16,9.49,24.41,9,16,14,20,6.40,24.41
2,18,0,7,6,12.53,40.25,7,6,0,12,9.22,40.25,0,12,0,24,12.00,40.25,0,24,7,30,9.22,40.25,7,30,18,36,12.53,40.25
7,0,0,0,19,19.00,37.01,21,0,23,20,20.10,37.01,0,19,23,20,23.02,37.01,0,19,0,29,10.00,37.01,23,20,23,27,7.00,37.01
7,0,0,0,16,16.00,37.58,16,0,16,21,21.00,37.58,0,16,16,21,16.76,37.58,0,16,1,27,11.05,37.58,16,21,16,34,13.00,37.58
6,27,0,0,12,29.55,45.61,0,12,0,24,12.00,45.61,0,24,27,36,29.55,45.61,27,0,27,11,11.00,45.61,28,11,23,11,5.00,45.61
6,33,0,0,15,36.25,56.22,0,15,0,30,15.00,56.22,0,30,33,44,35.85,56.22,33,0,32,6,6.08,56.22,35,6,28,6,7.00,56.22
4,0,0,0,20,20.00,58.00,0,20,0,42,22.00,58.00,0,20,22,20,22.00,58.00,0,42,38,41,38.01,58.00,0,0,40,0,40.00,58.00
1,0,0,0,16,16.00,44.10,22,0,24,12,12.17,44.10,0,16,24,12,24.33,44.10,0,16,13,37,24.70,44.10,24,12,13,37,27.31,44.10
6,21,0,0,16,26.40,53.23,0,16,0,32,16.00,53.23,0,32,21,48,26.40,53.23,21,0,21,9,9.00,53.23,23,9,18,9,5.00,53.23
4,0,0,0,9,9.00,26.87,0,9,2,19,10.20,26.87,0,9,17,10,17.03,26.87,2,19,19,19,17.00,26.87,0,0,14,0,14.00,26.87
9,0,0,0,29,29.00,42.06,0,29,2,40,11.18,42.06,2,40,13,35,12.08,42.06,13,35,13,26,9.00,42.06,13,26,0,17,15.81,42.06
3,0,0,2,31,31.06,34.89,2,31,14,24,13.89,34.89,14,24,16,16,8.25,34.89,16,16,14,8,8.25,34.89,14,8,0,0,16.12,34.89
7,0,0,0,7,7.00,35.38,21,0,22,12,12.04,35.38,0,7,22,12,22.56,35.38,0,7,2,23,16.12,35.38,22,12,24,26,14.14,35.38
1,0,0,0,16,16.00,34.18,12,0,12,20,20.00,34.18,0,16,12,20,12.65,34.18,0,16,11,32,19.42,34.18,12,20,11,32,12.04,34.18
2,19,0,8,6,12.53,42.49,8,6,0,12,10.00,42.49,0,12,0,25,13.00,42.49,0,25,8,31,10.00,42.49,8,31,19,38,13.04,42.49
7,0,0,0,8,8.00,30.81,16,0,17,11,11.05,30.81,0,8,17,11,17.26,30.81,0,8,1,17,9.06,30.81,17,11,18,25,14.04,30.81
4,0,0,0,6,6.00,19.10,0,6,1,14,8.06,19.10,0,6,13,7,13.04,19.10,1,14,13,14,12.00,19.10,0,0,12,0,12.00,19.10
4,0,0,0,24,24.00,40.80,0,24,0,32,8.00,40.80,0,24,22,26,22.09,40.80,0,32,24,33,24.02,40.80,0,0,22,2,22.09,40.80
2,17,0,6,6,12.53,38.01,6,6,0,12,8.49,38.01,0,12,0,23,11.00,38.01,0,23,6,29,8.49,38.01,6,29,17,34,12.08,38.01
4,0,0,0,22,22.00,67.27,0,22,1,46,24.02,67.27,0,22,18,22,18.00,67.27,1,46,45,48,44.05,67.27,0,0,39,-2,39.05,67.27
4,0,0,0,11,11.00,45.34,0,11,2,34,23.09,45.34,0,11,28,10,28.02,45.34,2,34,22,34,20.00,45.34,0,0,30,0,30.00,45.34
7,0,0,0,17,17.00,42.72,23,0,23,7,7.00,42.72,0,17,23,7,25.08,42.72,0,17,2,36,19.10,42.72,23,7,21,15,8.25,42.72
9,0,0,0,27,27.00,52.81,0,27,0,50,23.00,52.81,0,50,17,38,20.81,52.81,17,38,17,25,13.00,52.81,17,25,0,12,21.40,52.81
4,0,0,0,13,13.00,26.63,0,13,1,22,9.06,26.63,0,13,15,15,15.13,26.63,1,22,11,20,10.20,26.63,0,0,15,1,15.03,26.63
6,33,0,0,12,35.11,50.21,0,12,0,24,12.00,50.21,0,24,33,36,35.11,50.21,33,0,33,11,11.00,50.21,35,11,28,11,7.00,50.21
